1	0	1	501.5	502.5
1	1	1	501.5	502.5
1	2	1	501.5	502.5
1	3	1	501.5	502.5
1	4	1	501.5	502.5
1	5	1	501.5	502.5
1	6	1	501.5	502.5
1	7	1	501.5	502.5
1	8	1	501.5	502.5
1	9	1	501.5	502.5
1	10	1	501.5	502.5
1	11	1	501.5	502.5
1	12	1	501.5	502.5
1	13	1	501.5	502.5
1	14	1	501.5	502.5
1	15	1	501.5	502.5
1	16	1	501.5	502.5
1	17	1	501.5	502.5
1	18	1	501.5	502.5
1	19	1	501.5	502.5
2	0	0	503	505
2	1	0	503	505
2	2	0	503	505
2	3	0	503	505
2	4	0	503	505
2	5	0	503	505
2	6	0	503	505
2	7	0	503	505
2	8	0	503	505
2	9	0	503	505
2	10	0	503	505
2	11	0	503	505
2	12	0	503	505
2	13	0	503	505
2	14	0	503	505
2	15	0	503	505
2	16	0	503	505
2	17	0	503	505
2	18	0	503	505
2	19	0	503	505
3	0	1	504.5	507.5
3	1	1	504.5	507.5
3	2	1	504.5	507.5
3	3	1	504.5	507.5
3	4	1	504.5	507.5
3	5	1	504.5	507.5
3	6	1	504.5	507.5
3	7	1	504.5	507.5
3	8	1	504.5	507.5
3	9	1	504.5	507.5
3	10	1	504.5	507.5
3	11	1	504.5	507.5
3	12	1	504.5	507.5
3	13	1	504.5	507.5
3	14	1	504.5	507.5
3	15	1	504.5	507.5
3	16	1	504.5	507.5
3	17	1	504.5	507.5
3	18	1	504.5	507.5
3	19	1	504.5	507.5
4	0	0	506	510
4	1	0	506	510
4	2	0	506	510
4	3	0	506	510
4	4	0	506	510
4	5	0	506	510
4	6	0	506	510
4	7	0	506	510
4	8	0	506	510
4	9	0	506	510
4	10	0	506	510
4	11	0	506	510
4	12	0	506	510
4	13	0	506	510
4	14	0	506	510
4	15	0	506	510
4	16	0	506	510
4	17	0	506	510
4	18	0	506	510
4	19	0	506	510
5	0	1	507.5	512.5
5	1	1	507.5	512.5
5	2	1	507.5	512.5
5	3	1	507.5	512.5
5	4	1	507.5	512.5
5	5	1	507.5	512.5
5	6	1	507.5	512.5
5	7	1	507.5	512.5
5	8	1	507.5	512.5
5	9	1	507.5	512.5
5	10	1	507.5	512.5
5	11	1	507.5	512.5
5	12	1	507.5	512.5
5	13	1	507.5	512.5
5	14	1	507.5	512.5
5	15	1	507.5	512.5
5	16	1	507.5	512.5
5	17	1	507.5	512.5
5	18	1	507.5	512.5
5	19	1	507.5	512.5
6	0	0	509	515
6	1	0	509	515
6	2	0	509	515
6	3	0	509	515
6	4	0	509	515
6	5	0	509	515
6	6	0	509	515
6	7	0	509	515
6	8	0	509	515
6	9	0	509	515
6	10	0	509	515
6	11	0	509	515
6	12	0	509	515
6	13	0	509	515
6	14	0	509	515
6	15	0	509	515
6	16	0	509	515
6	17	0	509	515
6	18	0	509	515
6	19	0	509	515
7	0	1	510.5	517.5
7	1	1	510.5	517.5
7	2	1	510.5	517.5
7	3	1	510.5	517.5
7	4	1	510.5	517.5
7	5	1	510.5	517.5
7	6	1	510.5	517.5
7	7	1	510.5	517.5
7	8	1	510.5	517.5
7	9	1	510.5	517.5
7	10	1	510.5	517.5
7	11	1	510.5	517.5
7	12	1	510.5	517.5
7	13	1	510.5	517.5
7	14	1	510.5	517.5
7	15	1	510.5	517.5
7	16	1	510.5	517.5
7	17	1	510.5	517.5
7	18	1	510.5	517.5
7	19	1	510.5	517.5
8	0	0	512	520
8	1	0	512	520
8	2	0	512	520
8	3	0	512	520
8	4	0	512	520
8	5	0	512	520
8	6	0	512	520
8	7	0	512	520
8	8	0	512	520
8	9	0	512	520
8	10	0	512	520
8	11	0	512	520
8	12	0	512	520
8	13	0	512	520
8	14	0	512	520
8	15	0	512	520
8	16	0	512	520
8	17	0	512	520
8	18	0	512	520
8	19	0	512	520
9	0	1	513.5	522.5
9	1	1	513.5	522.5
9	2	1	513.5	522.5
9	3	1	513.5	522.5
